hash;plik;dlugosc;tier;obszar;rules;fullContext;EN
4ED0E9FA323CFB1B6607B6AE0A8D62DA;InnerRangeTranslations_2.xml;18;1;zdarzenia/raporty;unique=ReportingPacketType;;Confirmation Event
8EA0C9566BBF76F5D72BB6BB4551045B;InnerRangeTranslations_2.xml;8;1;system/ogolne;unique=ReportingDataPath;;Any Path
E43F5A4F7331F64B54472D1EB93DC830;InnerRangeTranslations_2.xml;9;1;system/ogolne;unique=ReportingDataPath;;SkyTunnel
F2A4A3323207BD0F3F9FFEF73AE8883C;InnerRangeTranslations_2.xml;6;1;komunikacja/sprzet;unique=ReportingDataPath;;SIA IP
E7A9C0596043730A9B3054513BF38187;InnerRangeTranslations_2.xml;7;1;system/ogolne;unique=InputStateReportingType;E7A9C0596043730A9B3054513BF38187;Isolate
F4B37C01CA682DEAB6ECD69BF5E06FE5;InnerRangeTranslations_2.xml;6;1;system/ogolne;unique=InputStateReportingType;;Orient
69DE9F5478F1BC9048D4B3AF04986FAA;InnerRangeTranslations_2.xml;18;1;system/ogolne;unique=InputStateReportingType;;Confirmed Intruder
6BFAB8EDEDEB0786763271A90A065D0F;InnerRangeTranslations_2.xml;16;1;system/ogolne;unique=InputStateReportingType;;Confirmed Duress
1C1D8E3C047AD2E7F36BCA65A619332B;InnerRangeTranslations_2.xml;10;1;system/ogolne;unique=SystemResetReason;;Power Lost
D3AFB5F42A0D4C608898D9FFC8B1B602;InnerRangeTranslations_2.xml;17;1;system/ogolne;unique=SystemResetReason;;Database Restored
AE96B00D2AEF6724C4D6C85507516926;InnerRangeTranslations_2.xml;27;1;system/ogolne;unique=SystemResetReason;;Installer Credentials Reset
B578B733CBB788FC6AD208314D2C4C2B;InnerRangeTranslations_2.xml;4;1;system/ogolne;unique=ModuleTroubleType;0361551A09A9513AAEB347BD9E1F8124;Lost
5B8E56623B6DDFEE99816938751F0974;InnerRangeTranslations_2.xml;12;1;uzytkownicy/uprawnienia;unique=ModuleTroubleType;;PIN Attempts
06E389D678F0B76DA98EF6B2D406A9DB;InnerRangeTranslations_2.xml;15;1;system/ogolne;unique=ModuleTroubleType;;RF Interference
ECF28E12B55F349E28158299F0E3A9AA;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 1 Reader Tamper
7F126667CFC2E23E208A187528B4E2B3;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 2 Reader Tamper
C75C4EB526A00D4EB0843720770ED34B;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 3 Reader Tamper
57065567597750D531713FD654DA4A70;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 4 Reader Tamper
C2F8F0BB02BD639E94D8C6045BF09688;InnerRangeTranslations_2.xml;18;1;system/ogolne;unique=ModuleTroubleType;;Lost (Power Issue)
14CEB48043CA72E9A62A0E080C839E33;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 5 Reader Tamper
97AA9D7839B6444677DD39023F8346F0;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 6 Reader Tamper
39E79D3A823429C3067688F9B57CBAB3;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 7 Reader Tamper
06BC8EDD05982B4BC10362F2D1A8C51D;InnerRangeTranslations_2.xml;20;1;uzbrajanie/strefy;unique=ModuleTroubleType;;Door 8 Reader Tamper
7E3208F96375206B78E040544F73B8FC;InnerRangeTranslations_2.xml;27;1;zdarzenia/raporty;;;Commissioning Report Update
BFEA0DF4686EBAE5EE9CB0757FCB5786;InnerRangeTranslations_2.xml;28;1;zdarzenia/raporty;;;Commissioning Report Updates
BD5A074E2D6248710546BCB5C02D7472;InnerRangeTranslations_2.xml;14;1;system/ogolne;;BD5A074E2D6248710546BCB5C02D7472;Scheduled Task
25F7347236B51A5EAE4BA01A7862CB55;InnerRangeTranslations_2.xml;8;1;harmonogramy/czas;;331B158352203C5E0CAEC312FDEA882B;Schedule
4867EDCE2EA4AF256792B967E77A52D5;InnerRangeTranslations_2.xml;17;1;system/ogolne;;331B158352203C5E0CAEC312FDEA882B;Action to Perform
D1A5E2A3ED353C39E1C3DAE82EE20B37;InnerRangeTranslations_2.xml;20;1;system/ogolne;;;How to Handle Result
FD69C5CF902969E6FB71D043085DDEE6;InnerRangeTranslations_2.xml;7;1;system/ogolne;;331B158352203C5E0CAEC312FDEA882B;Results
45BC912F5C6CDC9A2A48EC08B7158EA8;InnerRangeTranslations_2.xml;15;1;system/ogolne;unique=ScheduledTaskResultType;45BC912F5C6CDC9A2A48EC08B7158EA8;Backup Database
B0C50459EA82E265FE68F6A12CE6DEBD;InnerRangeTranslations_2.xml;13;1;zdarzenia/raporty;unique=ScheduledTaskResultType;B0C50459EA82E265FE68F6A12CE6DEBD;Create Report
2315DDB187371B2CA67D3A775EF61931;InnerRangeTranslations_2.xml;89;3;system/ogolne;;58BAE57280903CFA6523DFBF5E1B52F5;Specifies the type of action that this Scheduled Task should perform when it is executed.
888ED0BFE3DA7E453954539C486B2E0C;InnerRangeTranslations_2.xml;115;2;harmonogramy/czas;;58BAE57280903CFA6523DFBF5E1B52F5; - Creates a database backup file containing the database contents as they are at the time the scheduled task runs.
7B6B58C1C8370298F739CF3F28A44976;InnerRangeTranslations_2.xml;137;3;zdarzenia/raporty;;58BAE57280903CFA6523DFBF5E1B52F5; - Creates a report with the specified parameters given. Allows creation of any type of report that can be created from the Reports page.
70EBFF6F0C30B9EF71C5FDCF96AB4573;InnerRangeTranslations_2.xml;20;1;zdarzenia/raporty;;;Report Configuration
AE83EA9C6AAEAB175DE8FE6C13D67B3F;InnerRangeTranslations_2.xml;24;1;komunikacja/sprzet;unique=ScheduledTaskSendPathType;331B158352203C5E0CAEC312FDEA882B;Send as Email Attachment
30B649D441CDEA9F6579E961ED38F07F;InnerRangeTranslations_2.xml;26;1;system/ogolne;unique=ScheduledTaskSendPathType;331B158352203C5E0CAEC312FDEA882B;Copy to Attached USB Drive
EB02293C7E9916FA7EFD5411CD4C1993;InnerRangeTranslations_2.xml;21;1;komunikacja/sprzet;unique=ScheduledTaskSendPathType;331B158352203C5E0CAEC312FDEA882B;Copy to Network Share
30924764C6A981C0E38BBA40E4227ABB;InnerRangeTranslations_2.xml;96;3;automatyka/sterowanie;;470B67B8ABFF10F5CDA04A3C2C29F045;Specifies how the scheduled task should send out the resulting output file after it is produced.
AB7917FFC0F487E144C0943FCA8A9859;InnerRangeTranslations_2.xml;69;2;automatyka/sterowanie;;470B67B8ABFF10F5CDA04A3C2C29F045; - Send the output file to one or more Users via their email address.
CF78E601337EED229C982C478DA85081;InnerRangeTranslations_2.xml;140;2;automatyka/sterowanie;;470B67B8ABFF10F5CDA04A3C2C29F045; - Writes the output file to the root folder of an attached USB drive, if one is currently plugged into the Inception Device and accessible.
C41FDA1F74C55723381FBC592E7C7BAB;InnerRangeTranslations_2.xml;101;2;automatyka/sterowanie;;470B67B8ABFF10F5CDA04A3C2C29F045; - Copies the output file to a Samba network share folder using the provided user/domain credentials.
ED08A63228E88E3E02874074F702D3E7;InnerRangeTranslations_2.xml;14;1;uzytkownicy/uprawnienia;;;Users to Email
A4CDEC3BFA831A7B341BA2B32891BE50;InnerRangeTranslations_2.xml;207;3;automatyka/sterowanie;;A8C94F568850ADD31386EC65641BC1D5;Specifies the list of Users to send the output file to via email. If there are no users specified, or all specified Users have an invalid or missing email address, the task will fail to send the output file.
E93EC72467853A8EB3FBCC41996FF24F;InnerRangeTranslations_2.xml;25;1;komunikacja/sprzet;;;Network Share Folder Path
3A0447A4390ADBD3ADF77F7B0AFB0B07;InnerRangeTranslations_2.xml;68;3;automatyka/sterowanie;;2A6BBA10FB734DDB53F333EC935143FE;Specifies the network share folder to copy the output file to, e.g: 
E48809A2BFAF1C6A6E74EBA52F19043F;InnerRangeTranslations_2.xml;23;1;system/ogolne;;2A6BBA10FB734DDB53F333EC935143FE;//example-server/shared
0E4C624434DE425A5663F470777874A7;InnerRangeTranslations_2.xml;118;2;komunikacja/sprzet;;2A6BBA10FB734DDB53F333EC935143FE;NOTE: The folder specified in the network path must already exist in order for the operation to complete successfully.
7789C3D5DACFC40B83E7F8DD3E2BA91D;InnerRangeTranslations_2.xml;156;3;komunikacja/sprzet;;6CE15EA91C0D88BC7E884ADE05FDFA43;Specifies the username to use for network/domain authentication. If on a domain network, the domain may also need to be specified before a / character, e.g 
C2DC111A52ACC35B2E12EBA4EFB16FB9;InnerRangeTranslations_2.xml;15;1;system/ogolne;;5A3AE0BC898A75AC3BAF3250CE4D9222;domain/username
4AA6B51747D2A840D21C336B1C1C8FC8;InnerRangeTranslations_2.xml;71;3;uzytkownicy/uprawnienia;;678D0E5FA6385C2C2BA1454073E181FA;Specifies the user's password to use for network/domain authentication.
9B6545E4CEA9B4AD4979D41BB9170E2B;InnerRangeTranslations_2.xml;8;1;system/ogolne;unique=ScheduledTaskRecurringTimeType;9B6545E4CEA9B4AD4979D41BB9170E2B;Advanced
90B406E0799281DA9FD535257678F5D8;InnerRangeTranslations_2.xml;18;1;harmonogramy/czas;;;Schedule Frequency
3FE806306EFD2C914D071CC68F91E647;InnerRangeTranslations_2.xml;68;3;system/ogolne;;2A381FBB8036EEF51F068C978B6F18B9;Specifies how often this Scheduled Task should be automatically run.
21F34C286303DDE0E05D94DF2D082D4B;InnerRangeTranslations_2.xml;202;3;system/ogolne;;2A381FBB8036EEF51F068C978B6F18B9; - This task will not run at regular intervals. Use this option if you plan to execute this task either manually or only when certain conditions occur, e.g. triggering it as part of an Automated Action.
88CF1103978C461170E051244D2B2E5E;InnerRangeTranslations_2.xml;116;2;harmonogramy/czas;;2A381FBB8036EEF51F068C978B6F18B9; - This task will be run at set intervals of uniform length, e.g. Daily, Weekly, Monthly, at a specific time of day.
DD51264869329CAA5E3D7865F8002074;InnerRangeTranslations_2.xml;64;2;system/ogolne;;2A381FBB8036EEF51F068C978B6F18B9; - Utilises the Calendar items in Inception (configured via the 
78BBC4742A477D95F9DADE8B2E95B26C;InnerRangeTranslations_2.xml;40;3;system/ogolne;;331B158352203C5E0CAEC312FDEA882B;[Configuration > Scheduling > Calendars]
60185D6DF18CAAA2C12659B1A0C3667F;InnerRangeTranslations_2.xml;211;3;harmonogramy/czas;;2A381FBB8036EEF51F068C978B6F18B9; page). This task will run on a set of days specified by a separate Calendar item, at a specific time of day. Multiple Calendar/Time of Day combinations can be specified to make the task run at additional times.
E224F738EC974CC8917D8A4C79C8F1BE;InnerRangeTranslations_2.xml;9;1;system/ogolne;unique=ScheduledTaskBasicFrequency;E4600329EAEDE4D6856743C3FD0A377F;Each Week
8C4FB2DBE62C8C19F1B5879922810AE0;InnerRangeTranslations_2.xml;13;1;system/ogolne;unique=ScheduledTaskBasicFrequency;E4600329EAEDE4D6856743C3FD0A377F;Every 2 Weeks
FED1AD05CCC1DF002601B591C62D0ABC;InnerRangeTranslations_2.xml;13;1;system/ogolne;unique=ScheduledTaskBasicFrequency;E4600329EAEDE4D6856743C3FD0A377F;Every 4 Weeks
7CF395303CE3665A9834721D4B748E4B;InnerRangeTranslations_2.xml;9;1;system/ogolne;;;Frequency
BD825CED97B67B55C16F311C5C0396A6;InnerRangeTranslations_2.xml;83;3;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F;Specifies the interval that determines how long to wait in between task executions.
772FCE4B90B0EA77CF0727ABC8B10F9A;InnerRangeTranslations_2.xml;47;2;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F; - The task will run every day at the specfied 
69AC429AAB4A0E0C893B407F0CCD24A9;InnerRangeTranslations_2.xml;11;1;harmonogramy/czas;;E4600329EAEDE4D6856743C3FD0A377F;Time of Day
C799EFF6D1EDFAD93803A79A30110FC3;InnerRangeTranslations_2.xml;49;2;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F; - The task will run every week on the specified 
BA4A99F240F39130A863CA8823DA3AC7;InnerRangeTranslations_2.xml;11;1;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F;Day of Week
1241B1FF7590132915EBB3FDEC85F1D9;InnerRangeTranslations_2.xml;18;1;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F;, at the specfied 
F53B93A99E019ED1608EE767616A20AB;InnerRangeTranslations_2.xml;52;2;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F; - The task will run every 2 weeks on the specified 
2A2E6AF1E26B98C72016BEBEEC63C1D2;InnerRangeTranslations_2.xml;98;2;harmonogramy/czas;;E4600329EAEDE4D6856743C3FD0A377F;, starting on the closest future applicable day/time at the time the Scheduled Task item is saved.
1699C13595670B7083A51F60A532F7F0;InnerRangeTranslations_2.xml;52;2;system/ogolne;;E4600329EAEDE4D6856743C3FD0A377F; - The task will run every 4 weeks on the specified 
355584BEEF73685611FE43E1529E776F;InnerRangeTranslations_2.xml;131;3;harmonogramy/czas;;9CFCA61AE295D079599775525EA5106D;Specifies the day of the week on which this task should be run, in accordance with the rest of the schedule configuration settings.
6034387AC1CA4A749742A997725503E0;InnerRangeTranslations_2.xml;18;1;system/ogolne;;9CFCA61AE295D079599775525EA5106D;Not applicable if 
79AA53B3626C7E5ADE940752F8AA7CAE;InnerRangeTranslations_2.xml;28;1;system/ogolne;;9CFCA61AE295D079599775525EA5106D; is chosen as the frequency.
F2CDFD1CB859B72DD0E4F36276D47AB4;InnerRangeTranslations_2.xml;127;3;harmonogramy/czas;;2AC61D80F040D9D5B13F6C5DF007DD7D;Specifies the time of day on which this task should be run, in accordance with the rest of the schedule configuration settings.
9FAD5708B8784597E92DC72AA1D63A34;InnerRangeTranslations_2.xml;14;1;system/ogolne;;;Calendar Times
AC729C36D2AD7194F68B66F18BE44383;InnerRangeTranslations_2.xml;167;3;harmonogramy/czas;;E26946D6A96E875A52FA52CD89F14D41;Specifies the Calendar items and times at which the scheduled task should run. The scheduled task will run at the time specified, on the days provided by the calendar.
9B36C39F6C4136D10D976D6AB65CEDB6;InnerRangeTranslations_2.xml;349;3;harmonogramy/czas;;E26946D6A96E875A52FA52CD89F14D41;Each row defines a different schedule entry, for example, you could define 2 Calendar items to represent Weekends and Public Holidays respectively, and set the task to run at 2:00pm on Weekends and 5:00pm on Public Holidays, and the task will run on every day that either of the relevant Calendars are active for, at their respective scheduled time.
BF602C11184170547D78F08E46410EE4;InnerRangeTranslations_2.xml;12;1;komunikacja/sprzet;;;Serial Ports
396F5943922AF37A2EB76D67DDB3D76B;InnerRangeTranslations_2.xml;15;1;komunikacja/sprzet;paramCheck=true;;Serial Port {0}
0253AF77EBD8CC95CAF699598E47B50E;InnerRangeTranslations_2.xml;9;1;system/ogolne;;;Unplugged
FF03B044D240715F8C9D483E62CD70F7;InnerRangeTranslations_2.xml;10;1;system/ogolne;;;In Use By 
CA0E0A81C546AC7D2B002C92B4EF2CA9;InnerRangeTranslations_2.xml;10;1;system/ogolne;;;Not In Use
A7641CBCB492243DB39B77E187A23234;InnerRangeTranslations_2.xml;13;1;dostep/przejscia;;3BFAE1DF6C6C81F4DF88ADD5FF3622F0;Entry Readers
ED17C4A9E602D1AF93FB8F69D372C5C6;InnerRangeTranslations_2.xml;304;3;dostep/przejscia;;1F07D902EB17A577393A019D914C442E;Specifies the readers that can control the entry points to this storage block that allows a user to present either their PIN, card, or other credential. Multiple readers can be assigned to the same storage block if required, allowing readers to be mounted in different locations or be of different types.
7DE1CD702285B68CF4DF7AA6D6A4C625;InnerRangeTranslations_2.xml;210;3;dostep/przejscia;;1F07D902EB17A577393A019D914C442E;The selected readers can also be connected to other items such as doors or gates, allowing the User's access request to an entry gate or a building to also be used to control the units within the storage block.
1A06E6F6D20EF80429970EF3AFBF4376;InnerRangeTranslations_2.xml;111;2;dostep/przejscia;;1F07D902EB17A577393A019D914C442E;On successful read of a User's credential, the system will unlock any units within the block that the user has 
E322E26842D84D8B8AE6313776296048;InnerRangeTranslations_2.xml;23;1;dostep/przejscia;;E322E26842D84D8B8AE6313776296048;Control on Block Access
10E01768184F40B972D6EFCFFCDC3EDF;InnerRangeTranslations_2.xml;87;3;dostep/przejscia;;1F07D902EB17A577393A019D914C442E; permission to. This allows a User's access to site to automatically unlock their unit.
2DE49768DF38B1601B7FD32C05FCFA15;InnerRangeTranslations_2.xml;48;2;dostep/przejscia;;524FBD0FAC791491009CB7E73E79D00D;To add a reader to the storage block, click the 
A5F0A18CB51F997CC08131529834DF39;InnerRangeTranslations_2.xml;12;1;dostep/przejscia;;3BFAE1DF6C6C81F4DF88ADD5FF3622F0;Exit Readers
1E27733714E8F4DC642D28413FF4098C;InnerRangeTranslations_2.xml;303;3;dostep/przejscia;;524FBD0FAC791491009CB7E73E79D00D;Specifies the readers that can control the exit points to this storage block that allows a user to present either their PIN, card, or other credential. Multiple readers can be assigned to the same storage block if required, allowing readers to be mounted in different locations or be of different types.
C3BE1983C77FC12C0C45878F82B64269;InnerRangeTranslations_2.xml;217;3;dostep/przejscia;;524FBD0FAC791491009CB7E73E79D00D;The selected readers can also be connected to other items such as doors or gates, allowing the User's access request to an exit gate or to exit a building to also be used to control the units within the storage block.
DBFB28A8E3E950DE2984D799DF03DFDC;InnerRangeTranslations_2.xml;111;2;dostep/przejscia;;524FBD0FAC791491009CB7E73E79D00D;On successful read of a User's credential, the system will secure any units within the block that the user has 
2EBC348C1D2FDD7601F62E5F4C043545;InnerRangeTranslations_2.xml;125;3;dostep/przejscia;;524FBD0FAC791491009CB7E73E79D00D; permission to. This allows a User's request to exit a building or the site to automatically secure their unit as they leave.
EFD3D4D97B4AC80780082D68E503392E;InnerRangeTranslations_2.xml;13;1;automatyka/sterowanie;;3BFAE1DF6C6C81F4DF88ADD5FF3622F0;Block Outputs
A0470C9232702FFB6D4FB97FC2175E63;InnerRangeTranslations_2.xml;500;3;uzbrajanie/strefy;;054525A803E8C130C8A61C7B2FFC2ABB;Allows one or more outputs to be associated with this storage block. If any units in the block are unlocked,secured or in alarm state, the outputs in this list will behave according to output behavior. If output behavior of an output is lighting, this will turn on output when unit is unblocked. If output behavior of an output is Secure Indicator, this will turn on output when unit is secure. If output behavior of an output is Alarm Indicator, this will turn on output when unit is in Alarm state.
B09354E6DA1A7303259FB2B7498BDB0A;InnerRangeTranslations_2.xml;213;3;uzbrajanie/strefy;;054525A803E8C130C8A61C7B2FFC2ABB;For example, these outputs could be used to control lighting, secure indicator and alarm indicator within a section of the building, turning on if any units in that section are unlocked, secure and in alarm state.
9C2443C9CB8A8AD3DFA123086B405C71;InnerRangeTranslations_2.xml;47;2;automatyka/sterowanie;;054525A803E8C130C8A61C7B2FFC2ABB;To add outputs to the storage block, click the 
62852397156B0EF58C6671C1E02EA219;InnerRangeTranslations_2.xml;161;2;automatyka/sterowanie;;69856929F2617ED37B376A6385AA13B5; button, this will open a window where you select the outputs to add. If there are no outputs in this window, new outputs can be configured by navigating to the 
6A24832A0DC69727D96167219BA4A43C;InnerRangeTranslations_2.xml;21;1;automatyka/sterowanie;;;Output Off Delay Time
EE5C2FC4E93F4A98D567DF8CDC7682DA;InnerRangeTranslations_2.xml;38;1;system/ogolne;;D6E0A650AB192D51B2511CC35FD37D32;Optionally defines a delay before the 
3710D4AA1CE376539BF851C477638E71;InnerRangeTranslations_2.xml;29;1;system/ogolne;;D6E0A650AB192D51B2511CC35FD37D32; are turned off. When set to 
963B1BCC225E90A7B24B30E20BF20258;InnerRangeTranslations_2.xml;133;2;automatyka/sterowanie;;D6E0A650AB192D51B2511CC35FD37D32;, these outputs will turn off immediately. When set to any other value, the outputs will wait this amount of time before turning off.
F058254E6648882695676301AB87B743;InnerRangeTranslations_2.xml;163;2;harmonogramy/czas;;D6E0A650AB192D51B2511CC35FD37D32;This is useful for scenarios where the final unit was secured at a keypad inside the facility, and some time is required before the interior lights are turned off.
2FC0162AFCCB243DD17C7B9C4872CBE9;InnerRangeTranslations_2.xml;11;1;system/ogolne;;;Block Units
E356E0581F71A4C7DD9E9C3173968897;InnerRangeTranslations_2.xml;23;1;harmonogramy/czas;;3BFAE1DF6C6C81F4DF88ADD5FF3622F0;Unit Auto-Resecure Time
78D6E1DCF33BF18ECA8825883203453E;InnerRangeTranslations_2.xml;100;2;harmonogramy/czas;;0D7F64E7D6AC018B36BAC40DD5ADCAD3;If configured, units within this storage block will automatically re-secure after a period of time. 
A42057AA8EA4D6033D9C198786C9FAC8;InnerRangeTranslations_2.xml;110;2;system/ogolne;;0D7F64E7D6AC018B36BAC40DD5ADCAD3;This helps ensure that a unit will automatically re-secure after a while and not be left in an unlocked state.
E502C7FC05B454755C6A477807058659;InnerRangeTranslations_2.xml;105;3;dostep/przejscia;;0D7F64E7D6AC018B36BAC40DD5ADCAD3;As this option requires knowledge of a unit's door state, the unit must have at least one input with the 
D06263308C256251EC14D975A36E0619;InnerRangeTranslations_2.xml;20;1;dostep/przejscia;unique=UnitInputType;D55D5C30072BF1966DD101E654CA737F;Door Position Sensor
C5EAB28261C57638C1192E9FD4A4B393;InnerRangeTranslations_2.xml;11;1;system/ogolne;;0D7F64E7D6AC018B36BAC40DD5ADCAD3; behaviour.
68C51B2D0AE5ECF9138A918D11822376;InnerRangeTranslations_2.xml;46;2;system/ogolne;;6F0D349EE2370B90F0EE144944C0DD22; is chosen, the resecure logic does not occur.
31318FC279D261C29E5788B956558404;InnerRangeTranslations_2.xml;72;2;harmonogramy/czas;;6F0D349EE2370B90F0EE144944C0DD22;If a unit is part of more than one block, the shortest time that is not 
DD9419AB5091BEB285DFAAF9AE24A27E;InnerRangeTranslations_2.xml;25;1;system/ogolne;;6F0D349EE2370B90F0EE144944C0DD22; is chosen for that unit.
D240379EDB7D5C0837881166BF98F4A5;InnerRangeTranslations_2.xml;27;1;automatyka/sterowanie;;;Auto-Resecure Timer Trigger
8901A2C0F9EAAFF0AA31ED6ADCF17A2D;InnerRangeTranslations_2.xml;61;2;system/ogolne;;6F0D349EE2370B90F0EE144944C0DD22;If configured, units within this storage block will enter an 
31CAB84D4B0A9E7113EC0E244BBB85F6;InnerRangeTranslations_2.xml;132;2;harmonogramy/czas;;6F0D349EE2370B90F0EE144944C0DD22; state if the unit remains unlocked for the specified time. This state is cancelled once the unit is secured or if marked as vacant.
C9B3AE2714D251643EA04E3BE3F94E2D;InnerRangeTranslations_2.xml;178;2;uzytkownicy/uprawnienia;;6F0D349EE2370B90F0EE144944C0DD22;This helps identify if a unit has been unintentionally left unlocked for a long period of time. It also helps identify if users are intentionally unlocking and staying in a unit.
703A6EE6A67BD15B61B506890170C011;InnerRangeTranslations_2.xml;37;1;system/ogolne;;;Force Secure Units with Active Inputs
315C75185BA36EA2FB423A761ECEAE93;InnerRangeTranslations_2.xml;39;1;system/ogolne;;;Vacancy Clear with Active Inputs Action
94EE279525CE7EADEFA96F5902D8E644;InnerRangeTranslations_2.xml;32;1;dostep/przejscia;;;Clear Vacancy on Valid Card Read
D483FB832B009791251F74B131F104AB;InnerRangeTranslations_2.xml;102;2;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70;This setting determines the response to the sealing of all inputs of a storage unit that is in Alarm. 
AE21971A738EA240159CB58093D7CC76;InnerRangeTranslations_2.xml;71;3;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70;By leaving this option disabled, the unit will remain in Alarm until a 
4BEFD48D8A36493A1063F0A475CE8B44;InnerRangeTranslations_2.xml;213;3;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70; action occurs for the unit, latching the alarm state. Clearing the alarm could be by the units tenant presenting their credential at the Block entry reader to unlock it, or by a User controlling the unit via the 
2818D4D1F2E08C55C96477860A300857;InnerRangeTranslations_2.xml;41;2;automatyka/sterowanie;;17938230C868F1836F9EFD0D87CE5F70;[State / Control > Control Storage Units]
3DB151A35D0939F369B00152EBAE3FFB;InnerRangeTranslations_2.xml;189;3;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70; page on the Inception web interface. This allows users to easily see which unit triggered the alarm, and allows monitoring stations to know when the alarm event has actually been restored.
284970FC0A6DE23ABD4F16A5A7BB1A34;InnerRangeTranslations_2.xml;400;3;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70;If the option is enabled, the Unit alarm state will be cleared as soon as all inputs within the secure unit are sealed or when the unit is unlocked. This allows the unit alarm state to follow the state of its inputs, but has the consequence that if a unit only has a door sensor then someone could open a secure unit door, enter, then close it straight away, and the unit would no longer be in alarm.
045B4738E0D729021C5056305EFB46F4;InnerRangeTranslations_2.xml;164;3;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70;For unmanned storage unit facilities, it is recommended that this option is disabled and that the area configured to monitor the storage units alarm states has the 
2C4EDC61A93FF53F9A45564E6A911ACF;InnerRangeTranslations_2.xml;33;1;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70;Cancel Alarm on All Inputs Secure
9F7FC261A4D6C72A7A1FFB718E135F52;InnerRangeTranslations_2.xml;204;3;uzbrajanie/strefy;;17938230C868F1836F9EFD0D87CE5F70; option enabled. This will allow sirens and alarms to occur if someone accesses a secure storage unit, but if it was an accident, then the units tenant can unlock the unit and the alarm can be cancelled. 
98C67589410560997CAE58CC54F268DC;InnerRangeTranslations_2.xml;44;2;automatyka/sterowanie;;;Turn on Lighting Outputs When Unit is Vacant
90BDD668E1182C3075825BC20F8F6680;InnerRangeTranslations_2.xml;134;2;automatyka/sterowanie;;90BDD668E1182C3075825BC20F8F6680;Outputs with the Lighting behaviour will be turn on when the unit is vacant if Turn on Lighting Outputs When Unit is Vacant is enabled
BC288AD00AB28252F12DBD5A2BF8CB8E;InnerRangeTranslations_2.xml;82;3;dostep/przejscia;;2A41CBCD74D25C3E2FC26FBC7F5A2C6F;Allows the units that belong to this block to be selected. Access requests at the 
F5BB233D9DD7365691D001B7E5354BBD;InnerRangeTranslations_2.xml;74;2;dostep/przejscia;;2A41CBCD74D25C3E2FC26FBC7F5A2C6F; specified above can automatically unlock units within this list, and the 
F8007C5AF0B58F9D975AAD2B1A9AA36A;InnerRangeTranslations_2.xml;45;2;automatyka/sterowanie;;2A41CBCD74D25C3E2FC26FBC7F5A2C6F; will be controlled based on the unit states.
719D4B68A324B38C347187462C24B652;InnerRangeTranslations_2.xml;173;2;uzbrajanie/strefy;;2A41CBCD74D25C3E2FC26FBC7F5A2C6F;The status of these units are summarized for this block, indicating if all units are secure, or if any are unlocked, unlocked too long, in alarm, or have been tampered with.
02DC34CE1B973A2948CC64E8952D9014;InnerRangeTranslations_2.xml;46;2;system/ogolne;;2A41CBCD74D25C3E2FC26FBC7F5A2C6F;To add a unit to the storage block, click the 
2C93E7EDA528FE8EAA16E2124BBB4AA1;InnerRangeTranslations_2.xml;155;2;system/ogolne;;2A41CBCD74D25C3E2FC26FBC7F5A2C6F; button, this will open a window where you select the units to add. If there are no units in this window, new units can be configured by navigating to the 
F70D6DB7528E39148DC8DE4AB352AF0A;InnerRangeTranslations_2.xml;63;3;dostep/przejscia;;47FC05850EF7C1CD89468FC8A6908112;[Configuration > Access Control > Storage Unit > Storage Units]
C8D39D4DC530B3B0B84415B88356F56D;InnerRangeTranslations_2.xml;11;1;system/ogolne;;;Unit Inputs
B3B57824D08906AB2DA5F0E77634E5A9;InnerRangeTranslations_2.xml;157;3;system/ogolne;;D55D5C30072BF1966DD101E654CA737F;Specifies the inputs that are used to monitor this Unit. Each input can have a Behaviour specified, which determines how that input's state affects the Unit.
